Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken,Obstacles
Speedy,2,0.37,0.5,12,109.4650942740871,62,100.96710349233835,64,1842,8.025793313980103,19
Normal,2,0,0,12,101.29163945397895,57,93.11818658526968,59,1458,3.8312838077545166,19
Spaced,2,0,0.5,12,110.36559955389677,66,98.1515485852704,68,3478,15.489115953445435,19
Greedy,2,0.37,0,12,112.88008923436456,70,99.75827810297662,72,4466,18.30119013786316,19
Speedy,2,0.37,0.5,12,94.41862545030045,50,85.4988368001297,52,482,1.968674898147583,19
Normal,2,0,0,12,97.06208004556301,55,87.21276164335018,57,2660,7.169328927993774,19
Spaced,2,0,0.5,12,101.07149884413691,54,94.63592436167448,56,1265,4.148244142532349,19
Greedy,2,0.37,0,12,110.65511169532593,60,102.0927219514604,62,820,2.105649471282959,19
Speedy,2,0.37,0.5,12,106.53595708076423,63,97.69206534233454,65,1958,8.727123737335205,19
Normal,2,0,0,12,98.03852452834465,53,90.972825566533,55,1803,4.336163282394409,19
Spaced,2,0,0.5,12,104.72986961227346,54,93.53807865142173,56,324,1.3031156063079834,19
Greedy,2,0.37,0,12,100.92367143422348,65,92.76338622528463,67,2380,6.805268287658691,19
Speedy,2,0.37,0.5,12,93.27840744887634,52,82.46307139830232,54,441,1.6932716369628906,19
Normal,2,0,0,12,102.94049551604644,61,95.13782966712351,63,2921,8.036370515823364,19
Spaced,2,0,0.5,12,95.43376760042042,51,87.38704241553941,53,1005,3.3585546016693115,19
Greedy,2,0.37,0,12,98.74856844923019,52,90.38796693589002,54,532,1.4014899730682373,19
Speedy,2,0.37,0.5,12,101.585132530377,57,90.79813164060891,59,1428,6.086798667907715,19
Normal,2,0,0,12,114.03170782578275,74,98.27616035194279,76,4984,17.761447191238403,19
Spaced,2,0,0.5,12,93.22505600845976,50,87.46072644452872,52,1434,5.0132763385772705,19
Greedy,2,0.37,0,12,97.86472236452761,53,92.94824242601027,55,1411,3.486032485961914,19
Speedy,2,0.37,0.5,12,96.57258596908805,54,88.41496151429284,56,1511,6.859419822692871,19
Normal,2,0,0,12,105.26262764289342,61,92.39862749867451,63,2517,6.389704704284668,19
Spaced,2,0,0.5,12,91.08163785150114,47,82.46153981976596,49,404,1.5376369953155518,19
Greedy,2,0.37,0,12,101.67745430058913,59,93.32335829596481,61,2354,6.995920181274414,19
Speedy,2,0.37,0.5,12,95.88310190013235,51,89.34610480955237,53,717,3.0375351905822754,19
Normal,2,0,0,12,97.78188035718902,54,87.37096515626413,56,1893,4.534451961517334,19
Spaced,2,0,0.5,12,104.10986816950556,62,92.6601147015306,64,2106,8.019750595092773,19
Greedy,2,0.37,0,12,98.81112103694653,60,91.6764359609006,62,2438,7.272140264511108,19
Speedy,2,0.37,0.5,12,107.37035917691877,64,96.18181770631953,66,1629,6.926313638687134,19
Normal,2,0,0,12,106.55727372569946,60,99.29026909302814,62,1864,4.504331350326538,19
Spaced,2,0,0.5,12,102.21249272927177,59,91.30901455341852,61,2413,9.861817359924316,19
Greedy,2,0.37,0,12,111.33636956354074,67,99.16964715936093,69,3478,12.607593536376953,19
Speedy,2,0.37,0.5,12,107.79753763166757,67,96.35333801264353,69,2677,13.398672342300415,19
Normal,2,0,0,12,99.33287411432501,56,91.5571063793633,58,1785,4.352643251419067,19
Spaced,2,0,0.5,12,111.04516244669665,58,99.73828597636417,60,555,1.9612045288085938,19
Greedy,2,0.37,0,12,97.5826836248653,56,88.96741092705324,58,1862,5.016578435897827,19
Speedy,2,0.37,0.5,12,106.12184524909391,61,96.31560460254693,63,2638,12.897580623626709,19
Normal,2,0,0,12,109.62650172511579,66,102.5845253823479,68,2146,5.494800329208374,19
Spaced,2,0,0.5,12,93.74139194817326,50,87.11900722314188,52,1319,4.393933296203613,19
Greedy,2,0.37,0,12,96.07440438923358,52,90.77019698899117,54,508,1.1581575870513916,19
Speedy,2,0.37,0.5,12,103.4841123881123,58,95.45405470909995,60,1781,7.387995481491089,19
Normal,2,0,0,12,108.56092008100485,63,99.43339175402785,65,3312,9.751342058181763,19
Spaced,2,0,0.5,12,102.55993173253403,54,94.10351638524303,56,602,1.9805896282196045,19
Greedy,2,0.37,0,12,104.8116627228861,61,95.07788808989044,63,2176,6.570986032485962,19
Speedy,2,0.37,0.5,12,107.31654271888044,58,97.14447427969209,60,783,3.4013333320617676,19
Normal,2,0,0,12,109.87356009332689,64,100.16431130058909,66,2039,5.356324672698975,19
Spaced,2,0,0.5,12,100.94364522343335,54,92.42951309958325,56,1243,3.911022424697876,19
Greedy,2,0.37,0,12,110.21899998478528,64,101.37794751946825,66,1732,4.5853681564331055,19
Speedy,2,0.37,0.5,12,99.73303972862536,52,90.3718396172863,54,425,1.6833844184875488,19
Normal,2,0,0,12,108.02994424333488,65,97.01541074658743,67,4981,17.496509552001953,19
Spaced,2,0,0.5,12,101.13434700999,57,89.83447250889189,59,2016,7.158164739608765,19
Greedy,2,0.37,0,12,108.69201304378412,69,98.9322431194598,71,3406,12.715522289276123,19
Speedy,2,0.37,0.5,12,89.92961229573234,49,83.60113533350315,51,471,1.6151673793792725,19
Normal,2,0,0,12,97.65114310558805,57,90.19274337684392,59,1344,3.282176971435547,19
Spaced,2,0,0.5,12,97.90514315262904,54,87.90236512595214,56,903,3.4530608654022217,19
Greedy,2,0.37,0,12,97.2788289787108,57,86.77783345768633,59,2399,7.167299509048462,19
Speedy,2,0.37,0.5,12,104.149421432802,60,95.82895843596795,62,1358,5.392929553985596,19
Normal,2,0,0,12,103.38154974712195,62,91.23111661274108,64,2007,5.066828966140747,19
Spaced,2,0,0.5,12,107.73679179619268,59,97.1342806171196,61,1604,5.4452455043792725,19
Greedy,2,0.37,0,12,94.29544451552253,52,87.44375151144638,54,738,1.862053632736206,19
Speedy,2,0.37,0.5,12,108.11046663622501,61,98.54203720253155,63,1890,8.043608665466309,19
Normal,2,0,0,12,93.48268847537005,56,87.11549850141571,58,3510,10.57515001296997,19
Spaced,2,0,0.5,12,97.05375232223007,57,91.4393857582229,59,3305,13.855283975601196,19
Greedy,2,0.37,0,12,109.42337971710725,57,99.90252319437825,59,699,1.8290061950683594,19
Speedy,2,0.37,0.5,12,96.67364519286339,53,90.47105690467683,55,1727,7.2524094581604,19
Normal,2,0,0,12,102.8789356644881,66,91.27143148732307,68,3280,9.930159568786621,19
Spaced,2,0,0.5,12,104.03052084079248,58,92.71327431263491,60,2329,8.728756666183472,19
Greedy,2,0.37,0,12,102.17723555890059,57,93.28352691520463,59,1817,4.905998945236206,19
Speedy,2,0.37,0.5,12,95.75008092526444,53,87.98974626020727,55,883,3.250049114227295,19
Normal,2,0,0,12,107.25380238003328,61,99.40498046735311,63,2082,5.195496559143066,19
Spaced,2,0,0.5,12,95.31220696184191,54,88.83916194120044,56,1835,6.382275104522705,19
Greedy,2,0.37,0,12,100.350450206665,57,94.69693510228548,59,592,1.5156714916229248,19
Speedy,2,0.37,0.5,12,103.63350470423917,62,97.86165671161822,64,2689,12.4233980178833,19
Normal,2,0,0,12,108.53956038479197,62,97.91623312055025,64,2652,6.885184049606323,19
Spaced,2,0,0.5,12,95.14732696842661,56,86.48874925983627,58,1768,6.03235125541687,19
Greedy,2,0.37,0,12,93.33332273987074,51,87.11889714322054,53,1132,2.660749912261963,19
Speedy,2,0.37,0.5,12,100.83624188515948,59,93.65771740464153,61,1969,8.32049036026001,19
Normal,2,0,0,12,88.80499862608329,49,81.6013251098677,51,1691,4.030451059341431,19
Spaced,2,0,0.5,12,107.41724262100105,59,98.73752614639884,61,1241,4.17242956161499,19
Greedy,2,0.37,0,12,108.62575481617168,64,97.9642484975809,66,2413,6.9386444091796875,19
Speedy,2,0.37,0.5,12,106.28956749934221,61,98.19396731844509,63,2032,8.290536403656006,19
Normal,2,0,0,12,106.37076900308021,59,95.56642952558802,61,2473,6.258280038833618,19
Spaced,2,0,0.5,12,105.94020526094684,57,95.4582854258173,59,1024,3.6358749866485596,19
Greedy,2,0.37,0,12,103.07342722884495,60,92.75083921280805,62,2825,9.533498525619507,19
Speedy,2,0.37,0.5,12,107.09754922133888,59,95.73031118957581,61,1946,8.704332828521729,19
Normal,2,0,0,12,106.79036033265992,61,95.60469858806056,63,3077,9.028351783752441,19
Spaced,2,0,0.5,12,91.18471841836757,50,85.89000691196865,52,1549,5.584283113479614,19
Greedy,2,0.37,0,12,103.39530816539059,61,94.61472514751098,63,2483,7.391286849975586,19
Speedy,2,0.37,0.5,12,100.93649468895734,55,94.64923460950159,57,474,2.0196783542633057,19
Normal,2,0,0,12,116.06669328634993,67,104.74152089006802,69,3351,9.906819581985474,19
Spaced,2,0,0.5,12,93.77482323309326,52,87.74218688278079,54,1510,5.333366394042969,19
Greedy,2,0.37,0,12,113.08599527268356,67,102.63923794734482,69,3050,9.904168844223022,19
Speedy,2,0.37,0.5,12,94.84768914383972,50,87.95761419363058,52,387,1.4916620254516602,19
Normal,2,0,0,12,107.41007742598097,63,99.15465894455053,65,5266,19.624460220336914,19
Spaced,2,0,0.5,12,109.25129550850296,63,100.85473335546484,65,1974,7.231612682342529,19
Greedy,2,0.37,0,12,105.95857066948655,64,94.27820144504835,66,3819,13.964715957641602,19
Speedy,2,0.37,0.5,12,105.66011685002876,66,94.8475514575028,68,1884,7.608089447021484,19
Normal,2,0,0,12,104.14153365749969,59,97.41898342417679,61,2048,5.097785234451294,19
Spaced,2,0,0.5,12,97.73946348209542,54,87.65917601360535,56,1164,3.86470103263855,19
Greedy,2,0.37,0,12,108.46999060436842,61,96.97591200496677,63,2746,8.565114736557007,19
Speedy,2,0.37,0.5,12,106.07821146511803,65,94.40294980311862,67,1993,9.114075660705566,19
Normal,2,0,0,12,93.48679767573778,50,88.19533265987883,52,570,1.2323112487792969,19
Spaced,2,0,0.5,12,102.53560968792685,61,92.0807250957536,63,2580,10.043081283569336,19
Greedy,2,0.37,0,12,104.96629318462787,55,99.5342754421511,57,696,1.9428632259368896,19
Speedy,2,0.37,0.5,12,99.98147749225531,52,89.16464793463254,54,256,1.1202654838562012,19
Normal,2,0,0,12,103.37361556050888,60,97.20363534970268,62,2301,5.80016565322876,19
Spaced,2,0,0.5,12,96.86984941561312,58,87.67565357649563,60,2476,9.679337501525879,19
Greedy,2,0.37,0,12,91.03954802865404,48,83.79299009606332,50,508,1.2147536277770996,19
Speedy,2,0.37,0.5,12,100.33404223808846,58,90.70802966460484,60,1648,7.272169828414917,19
Normal,2,0,0,12,109.34333386809216,63,98.0976552024439,65,1125,2.4464802742004395,19
Spaced,2,0,0.5,12,109.41892201936967,62,98.75300849772582,64,2796,11.24882435798645,19
Greedy,2,0.37,0,12,97.68928248883826,52,87.62519115458642,54,637,1.4331154823303223,19
Speedy,2,0.37,0.5,12,100.9027770887804,55,92.71720654422124,57,1667,7.146068334579468,19
Normal,2,0,0,12,106.59318049982643,57,94.0661637616172,59,823,1.8606922626495361,19
Spaced,2,0,0.5,12,96.93845452353715,57,87.09395174948781,59,1688,5.547167062759399,19
Greedy,2,0.37,0,12,113.93233119654673,67,103.50765072866238,69,2396,7.083836317062378,19
Speedy,2,0.37,0.5,12,101.89049120344603,54,91.9573411583707,56,581,2.1870579719543457,19
Normal,2,0,0,12,99.86538291729592,55,89.0903475145701,57,1216,2.6959805488586426,19
Spaced,2,0,0.5,12,94.74832108528467,51,87.7538994158927,53,767,2.6028759479522705,19
Greedy,2,0.37,0,12,100.883814724819,59,94.50263245257186,61,1551,4.035022974014282,19
Speedy,2,0.37,0.5,12,104.40466504413072,55,94.70669562459197,57,286,1.1106152534484863,19
Normal,2,0,0,12,106.10934559656937,62,96.72736663428228,64,3290,9.593324661254883,19
Spaced,2,0,0.5,12,91.94763301337979,52,84.54293382547854,54,1523,5.102441310882568,19
Greedy,2,0.37,0,12,98.89288585708658,57,86.85107227124294,59,1146,2.9647879600524902,19
Speedy,2,0.37,0.5,12,98.30184074674507,55,89.94156532782057,57,1886,7.862358570098877,19
Normal,2,0,0,12,111.41301303300456,65,102.81009025491298,67,2051,4.971524238586426,19
Spaced,2,0,0.5,12,102.4251421806065,55,94.39944891926942,57,509,1.7845001220703125,19
Greedy,2,0.37,0,12,109.37792261083148,69,98.61285170049027,71,2593,8.243809461593628,19
Speedy,2,0.37,0.5,12,108.01385298693894,60,99.31873243513104,62,2102,9.853086233139038,19
Normal,2,0,0,12,89.21627160274484,48,81.41464514312763,50,624,1.3427462577819824,19
Spaced,2,0,0.5,12,92.17214321341909,51,84.0459707708346,53,936,3.12990140914917,19
Greedy,2,0.37,0,12,92.73135218347814,49,86.19820156233048,51,615,1.6235339641571045,19
Speedy,2,0.37,0.5,12,99.11303501137228,54,91.11926918185485,56,747,3.1327812671661377,19
Normal,2,0,0,12,97.66292810080735,59,89.31055390508683,61,3736,11.477261066436768,19
Spaced,2,0,0.5,12,106.0643237277046,60,93.5082555652737,62,1850,6.314551830291748,19
Greedy,2,0.37,0,12,104.5543002053574,64,97.9415273068907,66,2755,8.73113465309143,19
Speedy,2,0.37,0.5,12,102.58649204384503,57,95.29680678571502,59,1107,4.203702211380005,19
Normal,2,0,0,12,105.12440088015393,61,94.92333906345937,63,1930,4.614011526107788,19
Spaced,2,0,0.5,12,97.64410432552813,54,88.29030859502042,56,2256,8.791278600692749,19
Greedy,2,0.37,0,12,97.6936497757556,59,87.68649831427831,61,2268,6.612478494644165,19
Speedy,2,0.37,0.5,12,106.71989656825382,61,95.90118761703874,63,1692,7.097673177719116,19
Normal,2,0,0,12,101.01796156324268,57,93.61891603963623,59,2058,5.005330562591553,19
Spaced,2,0,0.5,12,97.33764354976385,57,86.9612238828811,59,1304,4.633294105529785,19
Greedy,2,0.37,0,12,95.12706775711122,51,89.84692040211219,53,1416,3.458303451538086,19
Speedy,2,0.37,0.5,12,98.62813452423791,54,91.55617596846915,56,1115,4.1149115562438965,19
Normal,2,0,0,12,94.42890584044967,53,86.50584815279154,55,2507,6.349749326705933,19
Spaced,2,0,0.5,12,101.44188690787314,56,92.61701607398557,58,995,3.215208053588867,19
Greedy,2,0.37,0,12,99.41994564327317,53,91.78079207711102,55,498,1.226334571838379,19
Speedy,2,0.37,0.5,12,105.43479448058014,62,96.17834816158349,64,1892,7.822720766067505,19
Normal,2,0,0,12,108.02089164138245,62,96.29358620394369,64,3016,8.656276226043701,19
Spaced,2,0,0.5,12,95.84896311304286,56,87.60467939464517,58,1982,7.10676121711731,19
Greedy,2,0.37,0,12,100.67775920600572,56,89.79381582023998,58,1314,3.2814104557037354,19
Speedy,2,0.37,0.5,12,100.26511398117579,53,91.19172502665019,55,1024,3.7610695362091064,19
Normal,2,0,0,12,103.68404766128813,60,93.46666802209148,62,2436,6.28842830657959,19
Spaced,2,0,0.5,12,97.95785516580672,58,90.18523682143974,60,1845,6.362985134124756,19
Greedy,2,0.37,0,12,107.27520631150479,60,99.03300938415073,62,1529,4.122434377670288,19
Speedy,2,0.37,0.5,12,96.70492704526198,52,87.67425996718877,54,557,2.412572145462036,19
Normal,2,0,0,12,108.05772155350994,59,95.70779870870892,61,1966,4.82075309753418,19
Spaced,2,0,0.5,12,98.19120883489308,56,87.82910198257281,58,2121,7.668012857437134,19
Greedy,2,0.37,0,12,98.44412897942243,54,89.32487114629737,56,467,1.151076078414917,19
Speedy,2,0.37,0.5,12,104.05459530813093,62,96.07500667923688,64,2635,13.272028923034668,19
Normal,2,0,0,12,108.65245947808984,60,97.19387769392851,62,1832,4.423199653625488,19
Spaced,2,0,0.5,12,96.18131529222602,54,88.89385420983821,56,1716,5.836262226104736,19
Greedy,2,0.37,0,12,97.97140171013773,55,90.24075405703904,57,1961,5.3084025382995605,19
Speedy,2,0.37,0.5,12,105.96827246529243,61,95.67730760886322,63,2075,9.442647933959961,19
Normal,2,0,0,12,94.7996059774546,56,85.97816327969541,58,2033,5.155999422073364,19
Spaced,2,0,0.5,12,106.79785155092868,62,99.7928987422029,64,2542,9.993950843811035,19
Greedy,2,0.37,0,12,110.2913944355616,61,100.5835930186939,63,995,2.653618097305298,19
Speedy,2,0.37,0.5,12,110.24605264164646,66,98.59924719964907,68,2032,9.505315065383911,19
Normal,2,0,0,12,108.01261293496299,59,96.13917635321634,61,1810,4.2921435832977295,19
Spaced,2,0,0.5,12,106.075662649325,65,97.56341716434866,67,2649,10.487074136734009,19
Greedy,2,0.37,0,12,112.52485311967519,67,100.29146122008973,69,2727,8.423959016799927,19
Speedy,2,0.37,0.5,12,99.47432380394382,54,90.72185934777094,56,415,1.7232179641723633,19
Normal,2,0,0,12,114.82323718737972,70,103.25704670011767,72,4428,15.110839605331421,19
Spaced,2,0,0.5,12,108.94250208950696,66,98.48521386554827,68,2975,12.521509647369385,19
Greedy,2,0.37,0,12,105.0303664679624,63,97.82441595044948,65,2640,7.87933611869812,19
Speedy,2,0.37,0.5,12,107.68027332019084,60,99.08880582242071,62,659,2.518496513366699,19
Normal,2,0,0,12,104.70520571325915,59,96.09945302449256,61,2035,4.857996940612793,19
Spaced,2,0,0.5,12,102.95471639580634,61,91.27582411696905,63,2103,7.572315454483032,19
Greedy,2,0.37,0,12,110.05209616758219,64,102.86545089872064,66,1902,5.099400997161865,19
Speedy,2,0.37,0.5,12,102.4777409062917,59,96.22676114655769,61,1426,5.490229606628418,19
Normal,2,0,0,12,107.64584235491326,66,96.68964900660119,68,3185,9.16253924369812,19
Spaced,2,0,0.5,12,97.29573513802137,55,89.56424330743525,57,2422,9.513021469116211,19
Greedy,2,0.37,0,12,114.4185144605395,67,107.24953804966935,69,3225,10.830985307693481,19
Speedy,2,0.37,0.5,12,108.46199153198,58,99.9377783815434,60,434,1.8154001235961914,19
Normal,2,0,0,12,103.18293567643579,57,96.57897040051022,59,2130,5.2806971073150635,19
Spaced,2,0,0.5,12,109.81274833894224,65,100.33137069437305,67,3019,12.164881467819214,19
Greedy,2,0.37,0,12,100.46437460677828,53,91.89688734545985,55,691,1.7836997509002686,19
Speedy,2,0.37,0.5,12,104.36822629807332,57,97.80317296028292,59,472,2.0599265098571777,19
Normal,2,0,0,12,100.6329716334502,55,92.18335120349523,57,1821,4.406936883926392,19
Spaced,2,0,0.5,12,91.95975583255661,50,84.10457932235862,52,825,3.1762466430664062,19
Greedy,2,0.37,0,12,103.54237191265422,60,96.3746244042202,62,1963,6.05997896194458,19
Speedy,2,0.37,0.5,12,96.65885407611624,56,90.86041413028158,58,1758,7.677278995513916,19
Normal,2,0,0,12,100.08418399780088,56,92.95267524917705,58,2501,6.886888265609741,19
Spaced,2,0,0.5,12,98.03241260442617,56,89.58219489562721,58,1931,6.848207473754883,19
Greedy,2,0.37,0,12,108.2526924530745,63,97.42859897398712,65,2188,6.195497989654541,19
Speedy,2,0.37,0.5,12,102.43433341576196,59,94.39736019181458,61,2136,9.91657042503357,19
Normal,2,0,0,12,105.30294326490804,58,94.6364479407883,60,2068,4.959879398345947,19
Spaced,2,0,0.5,12,105.97836170959707,63,97.83251218823642,65,2374,8.764517545700073,19
Greedy,2,0.37,0,12,99.67234463629748,53,91.89981869882055,55,298,0.6592557430267334,19
Speedy,2,0.37,0.5,12,109.80006171622571,69,100.27905288047074,71,2387,11.30653166770935,19
Normal,2,0,0,12,118.35294254039636,77,105.8488854928412,79,4775,16.799538612365723,19
Spaced,2,0,0.5,12,98.55649701579316,55,90.42637599304365,57,1817,6.733187913894653,19
Greedy,2,0.37,0,12,95.96261327069378,55,86.78983099922787,57,1679,4.4420835971832275,19
Speedy,2,0.37,0.5,12,113.3194795585434,68,103.42038362716566,70,3537,19.073235511779785,19
Normal,2,0,0,12,112.29253555169532,70,101.5867940310234,72,3514,10.679852724075317,19
Spaced,2,0,0.5,12,102.66891502235403,55,95.40660501212267,57,912,3.1408495903015137,19
Greedy,2,0.37,0,12,109.37083745662191,66,100.68276086913534,68,3213,11.131123781204224,19
Speedy,2,0.37,0.5,12,101.00812125049868,56,90.68736137328675,58,492,2.1319427490234375,19
Normal,2,0,0,12,108.62831679646148,62,98.88169481999005,64,3347,9.714192867279053,19
Spaced,2,0,0.5,12,99.60562207061777,55,91.75479679696885,57,1068,3.9287562370300293,19
Greedy,2,0.37,0,12,95.8134048065397,59,86.56602078484707,61,1574,3.9910850524902344,19
Speedy,2,0.37,0.5,12,95.98999689022229,51,88.5144601353203,53,964,3.8085169792175293,19
Normal,2,0,0,12,104.63700014998534,60,95.28704617920405,62,3335,10.163280248641968,19
Spaced,2,0,0.5,12,107.86259131792872,62,96.1509924548059,64,2154,7.7510902881622314,19
Greedy,2,0.37,0,12,106.49340561590104,56,98.14412615907793,58,668,1.5779173374176025,19
Speedy,2,0.37,0.5,12,97.47333606651736,54,88.08027641721203,56,1635,6.981571912765503,19
Normal,2,0,0,12,105.84690271602797,61,97.80672111847298,63,2356,6.12296199798584,19
Spaced,2,0,0.5,12,109.59631308562844,65,99.02357032839393,67,3116,13.106346130371094,19
Greedy,2,0.37,0,12,91.7844057579407,49,82.50413082222386,51,550,1.4274420738220215,19
Speedy,2,0.37,0.5,12,104.28428310408111,63,94.81811919490363,65,2721,12.864145040512085,19
Normal,2,0,0,12,103.18483604374991,65,94.05774870387793,67,3038,8.57849669456482,19
Spaced,2,0,0.5,12,98.62772747674369,54,89.68459608819498,56,1539,5.3941380977630615,19
Greedy,2,0.37,0,12,111.0939800349026,62,99.83440555478792,64,1967,5.322409629821777,19
Speedy,2,0.37,0.5,12,98.83945111061706,60,91.3923558399768,62,1551,5.898101329803467,19
Normal,2,0,0,12,108.07709913545969,64,98.72189836524407,66,2496,6.512032985687256,19
Spaced,2,0,0.5,12,101.97283509742223,63,92.75599489676578,65,2358,9.672893285751343,19
Greedy,2,0.37,0,12,102.4527339704538,57,94.93206949807016,59,1623,4.15312647819519,19
Speedy,2,0.37,0.5,12,103.77735114067603,58,93.25243677284449,60,1510,6.101931571960449,19
Normal,2,0,0,12,100.6210642205613,55,92.5063544524031,57,2683,7.183835506439209,19
Spaced,2,0,0.5,12,97.77427677312242,54,89.50005123373415,56,1152,3.506546974182129,19
Greedy,2,0.37,0,12,97.07518485617055,54,90.05777745847226,56,2649,7.950066804885864,19
Speedy,2,0.37,0.5,12,100.70280736454649,56,90.75910998340717,58,784,3.1823949813842773,19
Normal,2,0,0,12,115.996571762935,66,107.80523688289745,68,2611,6.765237808227539,19
Spaced,2,0,0.5,12,105.41049269251513,62,95.62315287828928,64,1908,6.641681671142578,19
Greedy,2,0.37,0,12,97.79508107616736,52,87.34473978102054,54,795,1.891822338104248,19
Speedy,2,0.37,0.5,12,110.67823371664936,67,99.61492448231907,69,2315,10.652294397354126,19
Normal,2,0,0,12,106.4559642398769,59,96.41753498080993,61,1666,3.915226459503174,19
Spaced,2,0,0.5,12,102.12000951901494,60,94.25918041991821,62,3809,16.495756149291992,19
Greedy,2,0.37,0,12,113.51646734525822,64,104.183146334944,66,1669,4.709930419921875,19
Speedy,2,0.37,0.5,12,97.59143954369088,54,91.7383383236679,56,2177,9.150032758712769,19
Normal,2,0,0,12,104.96128511087268,63,94.69551620150648,65,4703,16.10512351989746,19
Spaced,2,0,0.5,12,87.39228376232555,49,82.49456085963091,51,847,3.2146592140197754,19
Greedy,2,0.37,0,12,98.2677413579746,55,92.19006165318252,57,1281,3.263094902038574,19
Speedy,2,0.37,0.5,12,103.92207030742544,56,92.25948365570243,58,582,2.459287643432617,19
Normal,2,0,0,12,104.75007044712541,62,94.83301049385494,64,4028,12.647015571594238,19
Spaced,2,0,0.5,12,90.12613489702407,47,84.57627967217336,49,567,2.2446069717407227,19
Greedy,2,0.37,0,12,114.16928582668382,68,106.87794093743878,70,2810,9.294413089752197,19
Speedy,2,0.37,0.5,12,101.67175922704628,57,93.57358265371701,59,1697,7.377870559692383,19
Normal,2,0,0,12,108.24827095684495,65,95.79096206850973,67,3184,8.70380163192749,19
Spaced,2,0,0.5,12,98.04250126664957,54,90.46936809408768,56,1025,3.719233751296997,19
Greedy,2,0.37,0,12,115.28170143944529,70,101.85384026843062,72,2488,7.708051443099976,19
Speedy,2,0.37,0.5,12,106.9607649437345,62,94.23059122790458,64,1823,7.701029062271118,19
Normal,2,0,0,12,110.30353775917173,65,101.57336144199175,67,3944,12.586166620254517,19
Spaced,2,0,0.5,12,101.66468967062224,56,92.82084595965178,58,2288,8.73927092552185,19
Greedy,2,0.37,0,12,92.47140209135803,49,83.81371266801958,51,563,1.331589698791504,19
Speedy,2,0.37,0.5,12,105.65688050993707,60,98.01158542882864,62,1912,8.10531759262085,19
Normal,2,0,0,12,95.42514825202453,55,88.36103566771605,57,2138,5.145139932632446,19
Spaced,2,0,0.5,12,104.8064897890601,67,94.7427800924212,69,3870,17.687983989715576,19
Greedy,2,0.37,0,12,112.81518900901163,72,99.73914881944425,74,3967,15.199453353881836,19
Speedy,2,0.37,0.5,12,108.78801060197492,61,97.44398824378145,63,2652,12.586994171142578,19
Normal,2,0,0,12,100.2342742180511,60,90.68975233027565,62,3270,9.27808666229248,19
Spaced,2,0,0.5,12,94.14215431086501,50,85.65936495583018,52,1756,6.128825902938843,19
Greedy,2,0.37,0,12,112.92606096756262,61,102.12298877239434,63,508,1.3776204586029053,19
Speedy,2,0.37,0.5,12,108.27352686852343,66,97.34749925638285,68,3353,17.81559658050537,19
Normal,2,0,0,12,108.6193735424193,61,99.81960823724022,63,1584,3.7722420692443848,19
Spaced,2,0,0.5,12,104.43884427491355,59,96.61726475891086,61,1924,6.509028673171997,19
Greedy,2,0.37,0,12,97.93469778802529,50,90.61922506878018,52,390,0.9552674293518066,19
Speedy,2,0.37,0.5,12,107.61216575106901,61,98.17972415140564,63,1502,5.919065713882446,19
Normal,2,0,0,12,97.81182881837648,54,89.67937175424376,56,1807,4.329712152481079,19
Spaced,2,0,0.5,12,92.27923874842784,52,84.8857673121186,54,1408,4.768517971038818,19
Greedy,2,0.37,0,12,103.87422910252215,63,92.80708879567423,65,3014,10.183317422866821,19
Speedy,2,0.37,0.5,12,106.24631747944801,66,94.61018755702574,68,2975,14.52157187461853,19
Normal,2,0,0,12,93.48537724206729,53,86.05566532406884,55,1571,3.692436933517456,19
Spaced,2,0,0.5,12,111.43927705614587,61,102.87442974673195,63,728,2.59584641456604,19
Greedy,2,0.37,0,12,109.59031263701557,60,98.91732976500248,62,1413,3.5082623958587646,19
Speedy,2,0.37,0.5,12,104.75767080331667,59,94.19674566666686,61,1862,8.56845998764038,19
Normal,2,0,0,12,95.86317023412306,53,88.13715826567142,55,1390,3.2853221893310547,19
Spaced,2,0,0.5,12,107.82474545762322,60,96.92575239329187,62,1227,3.9933762550354004,19
Greedy,2,0.37,0,12,104.65877604462624,61,94.028145963018,63,2773,9.534887075424194,19
Speedy,2,0.37,0.5,12,106.70649182791865,56,98.19417870344708,58,373,1.5887038707733154,19
Normal,2,0,0,12,102.99009029477419,61,91.62935891567183,63,2065,4.837534427642822,19
Spaced,2,0,0.5,12,107.31170084344151,60,95.32775486868347,62,1621,5.945164918899536,19
Greedy,2,0.37,0,12,99.24673491206313,59,91.1793532180829,61,2489,7.375763416290283,19
Speedy,2,0.37,0.5,12,104.44974932688241,58,96.38608278249727,60,2166,9.667753458023071,19
Normal,2,0,0,12,98.46076264858132,52,91.67962710593761,54,887,2.0028064250946045,19
Spaced,2,0,0.5,12,105.79913402494944,59,97.6945497556679,61,2063,7.482350826263428,19
Greedy,2,0.37,0,12,87.41332958527423,49,79.34932930140215,51,1627,4.038961410522461,19
Speedy,2,0.37,0.5,12,88.67158156101725,49,80.88110671015318,51,1264,4.879287481307983,19
Normal,2,0,0,12,106.15987524550354,68,95.02230357594772,70,3802,12.276773452758789,19
Spaced,2,0,0.5,12,103.06045416645829,59,94.98095664805963,61,2366,8.736849308013916,19
