Type,Step Size,Goal Bias,Spacing,Steepness,Path Length,Path Nodes,Smooth Length,Smooth Nodes,Total Nodes,Time Taken,Obstacles
Normal,2,0,0,12,95.91601558713118,51,91.01400051882901,53,1232,2.798325777053833,19
Spaced,2,0,0.5,12,98.45921397533102,54,89.61736139715939,56,1348,4.727732419967651,19
Greedy,2,0.37,0,12,105.99301295081453,64,96.10779794141044,66,2768,9.154972791671753,19
Speedy,2,0.37,0.5,12,99.66825523077901,56,92.71521328782222,58,890,3.5127041339874268,19
Normal,2,0,0,12,115.43544373859463,70,103.74287408665145,72,3996,12.863917589187622,19
Spaced,2,0,0.5,12,101.80161645860183,57,93.27436275554494,59,2184,8.09100890159607,19
Greedy,2,0.37,0,12,102.62620417092653,58,96.89526920835416,60,2355,6.721133470535278,19
Speedy,2,0.37,0.5,12,107.40036968220534,65,100.3778766263387,67,2216,9.79625153541565,19
Normal,2,0,0,12,97.33026496215616,52,90.45486481110227,54,980,2.196396589279175,19
Spaced,2,0,0.5,12,105.6143926781161,63,94.76736951772023,65,2515,9.534907341003418,19
Greedy,2,0.37,0,12,101.90392051459112,59,92.2494049801072,61,2699,8.742269515991211,19
Speedy,2,0.37,0.5,12,109.35313998245516,62,100.33032221788878,64,1689,7.338282823562622,19
Normal,2,0,0,12,107.78698765984996,62,95.15079086520782,64,2960,8.389492511749268,19
Spaced,2,0,0.5,12,97.33409254563058,56,87.23713897500315,58,1408,4.993304491043091,19
Greedy,2,0.37,0,12,105.68387024902538,58,95.72190977194045,60,1684,4.522084712982178,19
Speedy,2,0.37,0.5,12,105.07964372129257,61,97.68549011016543,63,2189,10.469338655471802,19
Normal,2,0,0,12,108.17423320279325,64,100.68865738943266,66,3085,9.069904804229736,19
Spaced,2,0,0.5,12,107.22518118461835,63,98.28011956215825,65,2592,10.328228950500488,19
Greedy,2,0.37,0,12,99.52944286374436,58,90.44910892710527,60,1914,5.099993944168091,19
Speedy,2,0.37,0.5,12,97.6251832316604,55,89.83223312810658,57,1740,7.514922380447388,19
Normal,2,0,0,12,100.99611710534566,55,94.96033681045142,57,1589,3.7604472637176514,19
Spaced,2,0,0.5,12,93.01580076374746,50,85.25004604261012,52,1830,6.632134437561035,19
Greedy,2,0.37,0,12,100.06356782591249,56,91.78066227074696,58,813,1.931309461593628,19
Speedy,2,0.37,0.5,12,107.7553019710949,58,99.81505452813762,60,804,3.556720018386841,19
Normal,2,0,0,12,101.30044928755066,56,94.06236737932613,58,2144,5.302284240722656,19
Spaced,2,0,0.5,12,96.23865536895643,52,86.96197698800633,54,1368,4.475260257720947,19
Greedy,2,0.37,0,12,99.43295057107926,55,91.09668350405036,57,998,2.268934488296509,19
Speedy,2,0.37,0.5,12,108.36778049495098,62,99.45618567120296,64,1881,8.138719320297241,19
Normal,2,0,0,12,96.31705988835608,56,88.73756987838297,58,1629,3.816023349761963,19
Spaced,2,0,0.5,12,98.52436235628052,56,89.76117730040906,58,2401,8.917264699935913,19
Greedy,2,0.37,0,12,101.38602402358887,58,92.87233126915017,60,2347,7.392772197723389,19
Speedy,2,0.37,0.5,12,105.3109389151256,67,98.63609772447639,69,3643,19.774654150009155,19
Normal,2,0,0,12,111.4897244824592,60,101.25563778053127,62,1580,3.7624335289001465,19
Spaced,2,0,0.5,12,91.09709570972953,48,83.05290721571832,50,595,2.1857757568359375,19
Greedy,2,0.37,0,12,99.24518578152937,53,88.92425408818909,55,1056,2.6548678874969482,19
Speedy,2,0.37,0.5,12,105.64853071644798,61,97.68906289743981,63,1921,8.8341965675354,19
Normal,2,0,0,12,93.66952099591117,50,85.19686832990692,52,1308,3.045774221420288,19
Spaced,2,0,0.5,12,106.32779297713424,62,95.6702463308799,64,2434,9.860931873321533,19
Greedy,2,0.37,0,12,106.0927031489022,66,97.8245630214654,68,1909,5.261110544204712,19
Speedy,2,0.37,0.5,12,99.92029943856599,58,92.07744925644546,60,1338,5.140283107757568,19
Normal,2,0,0,12,97.56828444496645,56,89.47528801971468,58,2518,6.449514150619507,19
Spaced,2,0,0.5,12,105.00896953443589,58,94.24589663114891,60,1608,5.788080215454102,19
Greedy,2,0.37,0,12,106.2916085094909,62,96.2142941422879,64,1313,3.1101701259613037,19
Speedy,2,0.37,0.5,12,108.48708219770317,67,99.6102083305245,69,2704,12.438779592514038,19
Normal,2,0,0,12,92.68981473490743,54,85.48632814562876,56,2730,7.214002370834351,19
Spaced,2,0,0.5,12,90.29030256397321,52,85.15474497535982,54,1371,4.680465936660767,19
Greedy,2,0.37,0,12,113.92777753132111,70,100.35662686801139,72,3048,10.280496835708618,19
Speedy,2,0.37,0.5,12,102.8279583252196,57,94.55910943532818,59,1200,4.531139612197876,19
Normal,2,0,0,12,104.43057929526825,63,94.61918745369339,65,3090,8.964775323867798,19
Spaced,2,0,0.5,12,95.79180345567559,55,87.81950248126546,57,2820,11.376065492630005,19
Greedy,2,0.37,0,12,103.12015266285455,64,93.90301179440759,66,2039,5.953331232070923,19
Speedy,2,0.37,0.5,12,94.81887665614741,52,87.14120956441492,54,1317,5.068727970123291,19
Normal,2,0,0,12,111.52882000065676,67,103.46684571515323,69,3288,9.51430058479309,19
Spaced,2,0,0.5,12,110.93233456851544,65,99.44433876524924,67,2264,8.52540111541748,19
Greedy,2,0.37,0,12,112.02104130298373,69,99.91375519947198,71,3492,12.72932505607605,19
Speedy,2,0.37,0.5,12,99.98944646102109,57,93.38368592191304,59,1395,5.670854568481445,19
Normal,2,0,0,12,104.99897119243279,65,93.75265522981205,67,3708,11.587214946746826,19
Spaced,2,0,0.5,12,99.92217152827708,57,92.17285627672021,59,1762,6.274935245513916,19
Greedy,2,0.37,0,12,111.32578440321363,67,103.53088572144743,69,3351,11.62418246269226,19
Speedy,2,0.37,0.5,12,101.49812313887911,60,92.24509591096643,62,2316,10.010424137115479,19
Normal,2,0,0,12,116.5059461885353,70,101.94506161096757,72,4650,15.996030330657959,19
Spaced,2,0,0.5,12,101.16776961870298,60,92.51891147120824,62,2117,7.564099311828613,19
Greedy,2,0.37,0,12,112.27855201194713,65,98.12584535720725,67,1942,5.639052391052246,19
Speedy,2,0.37,0.5,12,99.92302658662861,58,90.94463571064938,60,1993,9.16199254989624,19
Normal,2,0,0,12,98.8804391803678,55,91.8347055636662,57,1163,2.7756588459014893,19
Spaced,2,0,0.5,12,95.65587336697065,52,87.79413839365661,54,1404,5.125547647476196,19
Greedy,2,0.37,0,12,99.49880525771954,58,89.72079069798212,60,2869,9.225101947784424,19
Speedy,2,0.37,0.5,12,98.94350158549614,59,91.61564974436763,61,2207,9.17946982383728,19
Normal,2,0,0,12,106.47401010993043,66,98.21595433996004,68,3396,10.019992351531982,19
Spaced,2,0,0.5,12,92.72621271904767,51,85.84745677439693,53,561,2.0535247325897217,19
Greedy,2,0.37,0,12,97.86557044601834,53,87.75480459954694,55,419,1.0172874927520752,19
Speedy,2,0.37,0.5,12,103.60360507847169,61,96.01192474139737,63,789,3.1774895191192627,19
Normal,2,0,0,12,117.22215976807125,65,104.55927454229533,67,1720,4.249526262283325,19
Spaced,2,0,0.5,12,96.16764503143452,58,87.49266627717513,60,2326,8.472856283187866,19
Greedy,2,0.37,0,12,104.22247504324238,57,95.59071754782161,59,1008,2.4149506092071533,19
Speedy,2,0.37,0.5,12,105.92464869896183,56,96.36703041047805,58,660,2.620900869369507,19
Normal,2,0,0,12,107.50163012000934,61,97.45305174048922,63,3018,8.610064506530762,19
Spaced,2,0,0.5,12,94.722270321441,50,91.28556792858086,52,1167,3.9695229530334473,19
Greedy,2,0.37,0,12,100.42891895158215,55,90.69063099761557,57,759,2.0660037994384766,19
Speedy,2,0.37,0.5,12,110.08738464601984,63,98.44660822585323,65,1375,5.297524452209473,19
Normal,2,0,0,12,101.21200891742993,60,93.13134057566621,62,1957,4.563615798950195,19
Spaced,2,0,0.5,12,100.64546865371696,54,93.22763368803425,56,1688,5.64890718460083,19
Greedy,2,0.37,0,12,95.16900959441507,53,87.53129061040867,55,1896,4.942240953445435,19
Speedy,2,0.37,0.5,12,103.09514942706458,57,94.24604880574554,59,1027,4.081042766571045,19
Normal,2,0,0,12,110.5271707696086,69,99.306184955408,71,4402,15.170567989349365,19
Spaced,2,0,0.5,12,106.81814626161271,60,96.84541952094548,62,1231,4.162456750869751,19
Greedy,2,0.37,0,12,115.1572653671022,67,101.13639043406678,69,2365,6.779150009155273,19
Speedy,2,0.37,0.5,12,98.17317360270745,57,89.5423340594511,59,1808,7.436870813369751,19
Normal,2,0,0,12,101.53420072692793,63,93.25708834486392,65,3909,12.744348526000977,19
Spaced,2,0,0.5,12,95.48584345990416,53,90.03561122175772,55,2268,8.071574926376343,19
Greedy,2,0.37,0,12,117.62306491237284,68,105.32730692018433,70,2936,10.068387508392334,19
Speedy,2,0.37,0.5,12,101.14447894060508,60,89.85935686539581,62,2259,10.123976707458496,19
Normal,2,0,0,12,94.6112223523655,56,87.46560831200205,58,2533,6.827066421508789,19
Spaced,2,0,0.5,12,105.38329657668959,63,93.29681404463982,65,2793,11.561653852462769,19
Greedy,2,0.37,0,12,94.0206237036695,55,86.23835360736042,57,2841,9.196151733398438,19
Speedy,2,0.37,0.5,12,101.88929089490635,54,91.70721502644274,56,1192,4.696927070617676,19
Normal,2,0,0,12,97.90750878185486,52,90.28062027123849,54,702,1.475296974182129,19
Spaced,2,0,0.5,12,97.17264569174563,57,87.88253779221799,59,2156,8.053837299346924,19
Greedy,2,0.37,0,12,91.26154274056512,48,84.4902923607463,50,1272,3.1128406524658203,19
Speedy,2,0.37,0.5,12,101.99409557715401,55,96.27246249887845,57,529,2.1159560680389404,19
Normal,2,0,0,12,103.90779499314037,55,96.65229865885235,57,1159,2.676525354385376,19
Spaced,2,0,0.5,12,104.81497494643278,57,97.79208393020133,59,1887,6.591692924499512,19
Greedy,2,0.37,0,12,107.49705502228824,61,97.3435379202377,63,1994,5.482210874557495,19
Speedy,2,0.37,0.5,12,109.41439189553836,66,98.28247140321531,68,2504,12.713762998580933,19
Normal,2,0,0,12,103.03106613079757,61,91.56007532454623,63,1927,4.569680213928223,19
Spaced,2,0,0.5,12,113.53403518444442,66,102.22680243173487,68,3271,14.122128009796143,19
Greedy,2,0.37,0,12,107.27013342289213,64,96.08973879067258,66,2707,8.631739139556885,19
Speedy,2,0.37,0.5,12,99.08275460230944,56,90.7074550679562,58,2005,8.97934365272522,19
Normal,2,0,0,12,103.0516400788712,61,95.87510932235693,63,2908,8.136640548706055,19
Spaced,2,0,0.5,12,106.47020292263461,61,96.37054960912909,63,2819,11.11128568649292,19
Greedy,2,0.37,0,12,113.82229961616603,71,104.02495939925151,73,3463,12.4711434841156,19
Speedy,2,0.37,0.5,12,102.06049463100707,62,96.24431734526352,64,2228,10.252262115478516,19
Normal,2,0,0,12,104.83522166253687,63,93.94391164863758,65,3399,10.239717960357666,19
Spaced,2,0,0.5,12,100.00163374375995,55,92.16163844413907,57,2622,10.384418249130249,19
Greedy,2,0.37,0,12,106.5343400895031,66,97.3042736706552,68,3754,14.54898476600647,19
Speedy,2,0.37,0.5,12,97.72029049942982,60,88.19021331439066,62,1705,6.9393908977508545,19
Normal,2,0,0,12,96.82763869429895,59,87.68047498679435,61,3915,12.014228820800781,19
Spaced,2,0,0.5,12,105.76413364999877,59,96.47777942640641,61,2891,11.74173355102539,19
Greedy,2,0.37,0,12,99.40256169368148,55,90.11989186739399,57,942,2.1728670597076416,19
Speedy,2,0.37,0.5,12,90.01798591999257,49,81.73313210082875,51,492,1.8108031749725342,19
Normal,2,0,0,12,90.54271417833189,48,84.9130058175037,50,860,1.9317102432250977,19
Spaced,2,0,0.5,12,95.50723227000402,54,88.64231844200698,56,1648,5.8838114738464355,19
Greedy,2,0.37,0,12,100.5361074751589,55,91.38485804478721,57,2116,6.007353067398071,19
Speedy,2,0.37,0.5,12,102.57769412505719,61,92.84190817891891,63,2122,9.762482643127441,19
Normal,2,0,0,12,105.97193126970978,63,96.1723077482426,65,3257,9.606056690216064,19
Spaced,2,0,0.5,12,92.20942703204803,50,84.2274715807942,52,704,2.2401154041290283,19
Greedy,2,0.37,0,12,115.07295833040139,70,104.12200331760042,72,2880,9.400818109512329,19
Speedy,2,0.37,0.5,12,89.44813002024226,47,82.60497885411695,49,304,1.3302595615386963,19
Normal,2,0,0,12,112.7508312866041,68,104.50326421820321,70,3079,9.086862087249756,19
Spaced,2,0,0.5,12,103.5400504490892,53,94.88426222911919,55,638,2.149892568588257,19
Greedy,2,0.37,0,12,110.17955855303461,63,99.74199122098612,65,2392,8.128695487976074,19
Speedy,2,0.37,0.5,12,106.22182713425876,61,99.32864215845525,63,1967,8.662739992141724,19
Normal,2,0,0,12,106.07535688400127,60,96.2621371420099,62,2231,5.665031909942627,19
Spaced,2,0,0.5,12,101.29521651578584,63,91.6395211624105,65,3675,15.64030408859253,19
Greedy,2,0.37,0,12,99.80765384705927,54,89.9865635442969,56,522,1.4041621685028076,19
Speedy,2,0.37,0.5,12,97.94307540418752,52,91.6954427334689,54,327,1.4402005672454834,19
Normal,2,0,0,12,104.72329801808235,56,97.57870103885682,58,1166,2.5805251598358154,19
Spaced,2,0,0.5,12,111.37273851325675,64,102.47611199804375,66,2570,10.067490339279175,19
